Langevin with tau_T = 100 fs and tau_P = 1000 fs

P_ext [Pa]	run_id	<T> [K]	sigma_T [K]	<P> [MPa]	sigma_P [MPa]
3e7	run70	299.956436227	20.1950659334	30.0614342041	545.898011853
3e7	run71	299.838911766	19.9962262933	29.8855390695	539.72284207
3e7	run72	300.129838998	20.0367098541	29.7981895422	536.239757904
3e7	run73	300.079374096	20.0554682873	29.8600606092	544.441591244
3e7	run74	300.103514136	20.1599650417	29.7817977939	528.564616945
3e7	run75	300.271371307	20.1299184918	29.9507532032	556.814993251
3e7	run76	300.011805663	19.9763836789	29.9707132401	547.137352317
3e7	run77	299.960758846	20.045228103	30.0105718202	538.734977982
3e7	run78	300.106654064	19.9461363997	30.0201902151	530.141896177
3e7	run79	299.960850209	20.0417950174	29.8878960065	551.216732505
3e7	run80	300.275000509	20.1533822487	29.8934908917	551.173001365
3e7	run81	300.071121214	19.9707982696	30.0274330211	550.167633544
3e7	run82	300.264110418	19.9562590599	29.729139457	533.372804749
3e7	run83	299.987956315	20.0260006227	30.021458333	548.70759162
3e7	run84	300.04597763	19.9924373671	29.9949326976	554.120247289
3e7	run85	300.09591577	20.0187599139	29.9580337505	549.880581616
3e7	run86	300.120734138	20.0062427308	30.0125809968	522.717130605
3e7	run87	299.884149982	19.9985032788	30.0839502161	548.904637609
3e7	run88	300.016716367	19.9972135403	29.9882581538	538.945899272
3e7	run89	300.125107194	20.0854481024	29.811203405	546.159300736
3e7	run90	300.107364372	20.3485074054	29.9822058084	561.684226028
3e7	run91	300.121406871	20.0568443996	29.8961890033	540.911353726
3e7	run92	300.126187769	20.0039470009	29.8856746033	550.363067235
3e7	run93	299.915116048	19.9354937699	29.9805055304	549.793847069
3e7	run94	300.049338427	19.9978318176	30.1010710853	565.032626108
3e7	run95	300.207455307	20.1398726824	29.7419318973	549.911856492
3e7	run96	299.949284042	19.983765345	29.8663538939	528.64468037
3e7	run97	300.353917146	20.1733734386	29.8657177029	569.582677596
3e7	run98	300.083679508	20.1466857613	29.9639379875	549.442840944
3e7	run99	300.035522706	19.9356449877	30.061000521	551.674364383
3e7	run100	300.048243849	20.0230236967	30.0404484362	580.388312045
1e8	run51	299.937157113	20.0108871323	99.9363196336	550.884214195
1e8	run52	299.949114747	20.2473202179	100.100179713	595.065182288
1e8	run53	299.952537764	19.9193209437	99.9542306393	552.536137981
1e8	run54	300.098083917	19.981464738	99.9220160279	546.43454054
1e8	run55	299.992266865	20.078281788	100.066602478	571.519821404
1e8	run56	300.096546924	20.0230338587	99.9826570922	538.895607727
1e8	run57	300.043513804	20.1563361359	99.8411704904	555.475413717
1e8	run58	300.072204065	19.9772497865	99.9883363871	557.62773121
1e8	run59	299.862485786	19.9072370287	100.135396579	551.281392656
1e8	run60	299.957938689	19.9536068998	99.8857088926	560.351188732
1e8	run61	300.154318594	20.0944861345	100.065804265	569.252438639
1e8	run62	300.011735476	19.9106167764	99.9017181854	571.607815157
1e8	run63	299.985822481	20.1037828656	99.9533315573	564.575467799
1e8	run64	300.137602248	20.0899313035	99.6929002389	543.781087847
1e8	run65	300.020780473	19.9357181	100.036842825	547.020035532
1e8	run66	299.956191926	20.0018996943	100.002727435	567.374931194
1e8	run67	299.955919197	20.0570709695	100.0339776	555.741733981
1e8	run68	299.958552022	20.0239175774	100.042786108	589.206465872
1e8	run69	300.025390501	20.0090122298	99.9652933926	550.662082034
1e8	run70	299.988698513	20.0786875078	99.8671128287	555.771665344
1e8	run71	300.077725587	19.9331649897	99.8751803069	562.731590381
1e8	run72	299.904706635	19.9013254958	99.9792566767	562.155001214
1e8	run73	300.035159578	19.9581135441	99.89704001	556.484833604
1e8	run74	300.001825709	20.0295857011	100.168174689	572.590976349
1e8	run75	299.995286739	19.9662606547	99.8836978892	557.336607619
1e8	run76	300.178063718	19.9451210275	99.8844159923	542.389168424
1e8	run77	300.003569542	20.1518144425	100.08666484	582.622232701
1e8	run78	300.123626295	20.1008077669	99.9566136127	554.934459088
1e8	run79	300.129743554	20.1019663491	99.7932704401	539.771093425
1e8	run80	300.079840957	20.1081258111	100.148363183	564.604242321
1e8	run81	300.087292805	19.9973943666	100.0508446	550.155422049
1e8	run82	299.994082031	20.236881071	99.9346575805	541.970212773
1e8	run83	300.025064633	20.0253079983	100.075452534	587.472965746
1e8	run84	299.90200395	20.0295511335	100.113206697	559.856079598
1e8	run85	300.015949215	20.0483837635	100.066137488	568.35670313
1e8	run86	300.06556345	20.0129032497	99.9575988817	552.863924115
1e8	run87	299.894529444	19.9439753249	99.8926010043	541.238701534
1e8	run88	300.148897533	20.00656707	100.00101374	548.204258776
1e8	run89	300.072049968	19.947058216	99.8455615086	550.512405205
1e8	run90	300.112489322	20.0730685841	99.8157566234	537.263322577
1e8	run91	300.097855941	19.9760719667	100.051174033	562.213513855
1e8	run92	299.940876017	20.0002657092	100.017369566	550.560054387
1e8	run93	300.110207241	19.9995015404	100.057017001	568.16599451
1e8	run94	299.947079168	20.0428870306	99.8510199413	547.460026858
1e8	run95	300.1317962	20.0344936474	99.8227060014	539.463247694
1e8	run96	300.074089943	20.0822144104	99.9843339773	576.503477354
1e8	run97	299.97395665	20.050962147	100.215468645	567.737859346
1e8	run98	300.010640789	20.0583091568	99.9211786832	565.551461786
1e8	run99	300.18692883	19.9703342434	99.7913067808	551.963390989
1e8	run100	300.02892692	20.0162027341	99.943294787	561.469755212
3e8	run1	300.180604437	20.0932391007	299.881025933	565.044856156
3e8	run2	300.120264202	19.9377770918	299.981526589	585.368724594
3e8	run3	300.157223714	20.0458679467	299.925645629	568.271384025
3e8	run4	300.139868478	19.9666322008	299.992763869	573.12228303
3e8	run5	300.010971084	19.9811076431	300.065506752	566.383405922
3e8	run6	300.041699571	20.0079996773	299.967420834	562.028483989
3e8	run7	299.951386622	20.0732359109	300.072057635	600.187122767
3e8	run8	300.004069837	19.9590508827	299.921594953	554.086166777
3e8	run9	299.99883318	20.0031663533	299.901739404	592.762773227
3e8	run10	300.105829557	19.953033017	299.957069218	562.925217759
3e8	run11	300.086839126	20.0814942423	300.011438627	575.560313128
3e8	run12	300.141357714	20.0148555609	299.966648438	586.071482931
3e8	run13	299.862094646	19.9692019329	300.041317523	581.266808378
3e8	run14	299.925842164	19.9758513867	299.86761612	577.110713138
3e8	run15	299.882928724	19.9486256543	300.008015732	561.593104833
3e8	run16	299.936041812	19.937362758	299.96586064	591.204503076
3e8	run17	300.24081759	20.0150482504	300.00985521	579.26512583
3e8	run18	300.044700989	20.0288913141	299.856611274	568.884760844
3e8	run19	300.004414941	20.0805531548	300.08707259	570.893561553
3e8	run20	299.901633888	19.9942594891	299.880078766	560.31483786
3e8	run21	299.911297751	19.9764704461	299.91742474	563.789110542
3e8	run22	299.982265315	20.0461113078	299.843212919	566.272055316
3e8	run23	300.007699513	19.8524918471	299.907864796	570.105184394
3e8	run24	299.894398352	20.1997692662	300.042900232	589.670329728
3e8	run25	300.133007101	19.9676476992	299.892605866	589.982377066
3e8	run26	299.90002681	20.0266842305	300.11303625	595.921175595
3e8	run27	300.180827361	19.9476258644	299.789726942	571.807108958
3e8	run28	300.124740378	20.075343261	299.891119936	547.655656162
3e8	run29	300.049945483	20.1291721958	299.918478502	560.071267342
3e8	run30	300.05782225	19.9199153992	299.901348359	569.806998025
3e8	run31	299.966513678	19.951051309	300.04181181	570.293666411
3e8	run32	300.033597109	20.0564360628	299.940572783	588.947140896
3e8	run33	299.982258463	19.9970521627	300.000073596	569.209274046
3e8	run34	300.230556426	20.2969764753	299.928175748	567.517536728
3e8	run35	300.015067732	19.9690284579	300.10700999	588.977785982
3e8	run36	300.188011755	20.0716880673	299.869017269	576.205833611
3e8	run37	300.037510153	20.0482448609	299.952408191	585.018356333
3e8	run38	300.251637538	19.9669505255	300.016576763	582.570900544
3e8	run39	300.100656763	20.1022989239	299.934870331	577.516888601
3e8	run40	300.026387355	19.984952796	299.816974832	561.634712494
3e8	run41	300.21158102	20.1660534623	299.979667751	600.22292579
3e8	run42	300.055111253	20.1289145699	300.033680448	587.370855509
3e8	run43	299.905307656	19.9812485101	299.987569594	595.091449536
3e8	run44	300.075315474	20.1970897369	299.958524712	589.512274163
3e8	run45	300.06318873	20.1924582854	299.962176967	587.404697143
3e8	run46	299.858882814	19.9904388932	300.048329689	590.050322554
3e8	run47	299.922015009	20.0220612017	300.038156504	567.441994313
3e8	run48	300.165492953	20.2386903866	299.83166018	564.646704555
3e8	run49	299.959512901	19.9930785648	299.876787463	565.576602174
3e8	run50	300.116379168	20.1135264791	299.999315933	589.364881139
3e8	run51	300.120679716	19.9110453382	300.034048702	570.339702822
3e8	run52	300.129030359	19.9938172982	299.977559419	585.477938917
3e8	run53	300.079915833	20.0332532282	299.932190049	585.897686785
3e8	run54	299.777157669	19.9626504908	300.088111527	591.224252712
3e8	run55	299.85058291	19.9902623288	300.003792026	565.492291506
3e8	run56	300.113887305	20.0408533964	299.954642108	594.249078048
3e8	run57	300.100147379	20.0450198072	300.048498585	586.593290423
3e8	run58	300.194488078	19.9912508258	299.954224629	573.358332507
3e8	run59	300.036230079	19.9914939516	300.022711268	595.553571388
3e8	run60	299.976977016	20.0324795086	300.052456624	574.891053845
3e8	run61	300.089658381	19.9818927583	299.904139073	586.330556497
3e8	run62	299.948472895	19.9993825749	299.903586763	554.422080042
3e8	run63	300.035632208	19.9653817504	300.022006849	594.277465546
3e8	run64	299.930532049	20.1710747021	299.882678879	584.088405723
3e8	run65	300.057128562	19.9998260728	299.939374902	578.251688381
3e8	run66	300.097324126	20.1928509642	299.830337483	585.446998882
3e8	run67	299.972827863	19.9624496327	300.015514887	581.662342424
3e8	run68	299.954997314	19.9332206471	299.950300808	550.972763092
3e8	run69	300.066971649	20.1337907303	299.938508873	589.654447465
3e8	run70	300.105734767	19.9866349762	300.086387484	576.082979977
3e8	run71	300.059378542	19.9365327089	300.051907916	578.378652742
3e8	run72	300.150500005	20.1615460432	300.304670198	606.25872357
3e8	run73	300.05406506	19.9740937913	299.912629029	571.232183347
3e8	run74	300.098718285	19.9922745301	299.936559078	568.045400401
3e8	run75	299.954557404	19.906507254	300.015616767	594.662022994
3e8	run76	300.00673057	19.9155110863	300.04273994	574.35792567
3e8	run77	299.991946407	19.9817773032	299.984183649	575.019129464
3e8	run78	299.898943248	20.0067111099	300.108814516	599.075002599
3e8	run79	299.867905163	20.009257804	300.221792564	594.089511122
3e8	run80	300.029399328	20.0507309634	300.048753198	585.471592505
3e8	run81	299.945535462	20.0111910225	300.165175465	581.344161048
3e8	run82	300.102222437	20.0812691439	300.120218987	613.586561435
3e8	run83	300.158547709	20.0457250301	299.884686298	570.786200891
3e8	run84	300.082292206	19.9636894505	299.908204403	567.734771209
3e8	run85	299.957494076	19.9777633489	299.951249612	564.409554993
3e8	run86	300.180220675	20.134124126	299.919162825	558.283298305
3e8	run87	300.067444584	20.1218544927	299.907235564	575.378246998
3e8	run88	300.136079778	19.9927703828	300.194085907	578.311772572
3e8	run89	300.044872882	20.0268381982	299.927304464	582.071958412
3e8	run90	299.932834288	20.0215843815	299.997522891	591.616284785
3e8	run91	299.893156033	19.9786614953	299.922880865	573.485846624
3e8	run92	299.881865031	20.0589943711	299.953720003	570.856889816
3e8	run93	300.019244674	20.0630106653	300.10325399	594.746808181
3e8	run94	300.267590279	20.179168876	299.817489923	582.521707217
3e8	run95	299.883064636	19.9847263171	299.897229349	577.36174243
3e8	run96	300.194111015	19.9465240011	299.917620886	550.372265462
3e8	run97	300.113190193	20.1615905331	300.02460652	577.23924312
3e8	run98	299.976058555	20.10008295	299.952603066	576.265986596
3e8	run99	300.071302802	20.0715042289	300.00478117	576.375520771
3e8	run100	300.071882242	19.9919468354	300.15130549	578.147483801
1e9	run1	299.977971761	19.9289389332	1000.01410954	610.939071952
1e9	run2	300.085155109	19.8540089465	999.928573915	601.787181616
1e9	run3	300.000458328	19.9575409646	999.946825636	607.742699456
1e9	run4	300.04601771	19.9713219341	1000.04633331	623.89295544
1e9	run5	300.089443179	20.1299604848	1000.06113156	623.179796865
1e9	run6	300.061239576	19.9689357473	1000.02121398	608.749017359
1e9	run7	300.117373174	19.9586218853	1000.02167438	601.930876187
1e9	run8	300.094591857	19.9413189382	999.965714513	616.575614356
1e9	run9	300.140557526	19.9737603824	999.8720415	599.889946107
1e9	run10	299.972519623	19.9025602884	999.866358776	612.137924489
1e9	run11	299.94517455	19.9363241226	999.903612972	598.571904203
1e9	run12	300.070702995	19.9980875578	999.763761518	589.418505948
1e9	run13	300.115523095	19.8792871021	999.960143694	609.880938075
1e9	run14	300.002805896	19.9155739204	1000.04875788	640.828103653
1e9	run15	299.986376214	20.0454103057	1000.16481553	646.567643982
1e9	run16	299.95589142	19.9477479382	999.881624249	632.330789821
1e9	run17	300.028098207	19.9683517284	999.990716891	617.796158933
1e9	run18	299.999726099	19.9848618867	999.910803754	604.99408794
1e9	run19	300.06844355	20.0281545585	1000.10029441	627.633677863
1e9	run20	299.721917943	19.9607514755	1000.14139491	624.59791793
1e9	run21	299.959702899	19.9490745057	999.936500426	612.384388008
1e9	run22	299.946987454	19.97550232	999.897569425	622.29213278
1e9	run23	300.070741067	19.9813878998	1000.0121282	615.693135824
1e9	run24	300.03600783	19.9357157316	1000.16743573	628.48216726
1e9	run25	300.198330864	19.9628781693	999.764849508	622.317534518
1e9	run26	300.052169242	20.0264977928	999.793972711	614.956830202
1e9	run27	299.973354147	19.8851275142	999.944918022	619.441184102
1e9	run28	300.000330421	19.972463223	1000.09076793	614.696319999
1e9	run29	300.014966029	19.9980298338	999.981848057	615.171290849
1e9	run30	300.083069455	20.1006206555	999.948981085	599.503495787
1e9	run31	300.046895705	19.9440478176	999.940224397	626.551314506
1e9	run32	300.016530948	19.8949476997	1000.02952312	608.938286016
1e9	run33	300.05218547	19.9597280781	1000.13244603	610.574679149
1e9	run34	300.078282777	19.9499955044	999.875986736	613.801581827
1e9	run35	300.032595473	19.9461586069	999.987893136	623.935382773
1e9	run36	299.893124931	19.9651626659	999.910575592	614.051987212
1e9	run37	300.049622093	19.9922673513	1000.07827506	608.491738501
1e9	run38	300.081621095	20.0139319384	1000.082645	611.350696381
1e9	run39	300.063710577	19.8649402123	1000.0706556	630.272815
1e9	run40	300.196659236	19.9811317054	1000.03171288	617.251771515
1e9	run41	299.980552074	19.8883047471	1000.00318373	632.426035741
1e9	run42	299.817884637	20.018273387	1000.07098589	633.422894154
1e9	run43	299.996017711	19.9469854848	1000.03480966	607.676185578
1e9	run44	300.171987474	19.9692077604	1000.09976336	626.735977503
1e9	run45	300.213837433	19.9708923805	999.929488978	610.514401075
1e9	run46	300.104401386	19.9563397125	999.885182162	611.108494379
1e9	run47	300.054125365	19.9703773862	999.937877115	620.006732768
1e9	run48	299.907955127	20.0468476775	1000.1805289	637.470054605
1e9	run49	300.055750234	19.8410746948	1000.09928923	627.411874229
1e9	run50	299.953526898	20.0364261216	1000.11128763	629.746350716
1e9	run51	299.99698292	19.9494087742	999.924651841	588.723093225
1e9	run52	300.016925643	19.9243397329	999.972737147	607.698646045
1e9	run53	299.984135172	19.9454654084	1000.05669195	608.086172169
1e9	run54	299.926785613	19.9244827738	999.831448054	612.81051388
1e9	run55	300.021785815	19.9792366744	1000.0361147	623.469430971
1e9	run56	300.230235504	19.8978331366	999.830821276	595.914634019
1e9	run57	300.06758512	19.921936411	999.888857164	599.198152057
1e9	run58	299.84237165	19.9425387104	999.744485705	615.689499993
1e9	run59	300.107575018	19.9171179558	999.936228136	601.580263691
1e9	run60	300.061527713	19.888399824	999.972905422	607.544439739
1e9	run61	300.010840003	19.9913211546	999.99533606	625.069406911
1e9	run62	299.942616495	20.0110351222	999.702538456	603.808513242
1e9	run63	300.199589764	20.057605743	999.98870468	635.660962329
1e9	run64	300.118329703	19.9468891089	1000.08680106	620.904219457
1e9	run65	299.946264062	19.9965207597	999.959270831	642.202887087
1e9	run66	300.078061415	19.9717720572	999.934397693	609.714514458
1e9	run67	300.022064148	19.9829517965	999.94217544	614.550681876
1e9	run68	299.939961004	19.9644249394	1000.19252105	620.387858673
1e9	run69	300.138841761	19.9730813076	999.995126711	615.835124274
1e9	run70	300.182231075	19.9290509358	999.713750348	593.191697344
1e9	run71	299.94263309	19.9820071875	1000.02365909	623.893003798
1e9	run72	300.042514768	19.9280622909	1000.16760836	638.845327924
1e9	run73	300.150411027	19.9114754116	999.940884845	606.61337649
1e9	run74	299.952283439	20.0496876446	999.979757707	629.724305351
1e9	run75	300.232279081	20.0177618817	999.910294824	606.897816706
1e9	run76	300.012477911	19.8852122383	1000.1398703	626.030215957
1e9	run77	300.058911603	20.0375309837	1000.00513305	619.047776426
1e9	run78	300.013549616	19.9677932369	999.958089678	637.956263394
1e9	run79	299.903850938	20.0388062733	1000.03805451	613.477581234
1e9	run80	299.88802085	19.9349641664	1000.20209099	621.471966489
1e9	run81	300.201387908	20.0061545659	999.911321871	614.03582805
1e9	run82	300.019863961	19.8944860168	1000.15427711	619.127230277
1e9	run83	299.999131497	19.9642245663	999.885652065	614.914014245
1e9	run84	299.839140023	19.932319752	1000.08669574	627.210268203
1e9	run85	299.913249636	19.9727888954	1000.05014839	603.052811537
1e9	run86	300.107361242	20.0112769718	1000.01592691	621.001826043
1e9	run87	299.908694429	19.8456558721	1000.06604273	604.643568472
1e9	run88	300.064176471	19.9793745182	1000.11561644	632.540293071
1e9	run89	299.839683715	20.0281059394	1000.03622158	627.849819326
1e9	run90	300.239542701	19.9926994961	999.960781341	612.772522389
1e9	run91	300.109682746	19.9772433087	1000.04015692	628.099314083
1e9	run93	300.068341569	19.9075759806	999.888932412	601.382496386
1e9	run94	300.154287832	20.0556171321	999.859310994	602.674850878
1e9	run95	299.924190915	19.9674206343	999.981261336	620.506303574
1e9	run97	300.037009351	19.9484199515	1000.03733897	612.435038205
1e9	run98	299.937868327	19.9837738537	1000.08701697	641.52953536
1e9	run99	299.886816044	19.9373121342	1000.15405951	640.309232722
1e9	run100	300.053615769	19.9716770157	999.997854982	601.441462479
