layer,nr,cvs,kappas,type
0,225,-6.00000000*-10.50000000,2.00000000e+00*2.00000000e+00,node
0,226,-6.00000000*-9.00000000,4.00000000e+00*4.00000000e+00,node
0,227,-6.00000000*-7.50000000,4.00000000e+00*4.00000000e+00,node
0,228,-6.00000000*-6.00000000,4.00000000e+00*4.00000000e+00,node
0,229,-6.00000000*-4.50000000,4.00000000e+00*4.00000000e+00,node
0,230,-6.00000000*-3.00000000,4.00000000e+00*4.00000000e+00,node
0,231,-6.00000000*-1.50000000,4.00000000e+00*4.00000000e+00,node
0,232,-6.00000000*0.00000000,4.00000000e+00*4.00000000e+00,node
0,233,-6.00000000*1.50000000,4.00000000e+00*4.00000000e+00,node
0,234,-6.00000000*3.00000000,1.00000000e+00*1.00000000e+00,node
0,235,-6.00000000*4.50000000,4.00000000e+00*4.00000000e+00,node
0,236,-6.00000000*6.00000000,8.00000000e+00*8.00000000e+00,node
0,237,-6.00000000*7.50000000,8.00000000e+00*8.00000000e+00,node
0,238,-6.00000000*9.00000000,4.00000000e+00*4.00000000e+00,node
0,239,-6.00000000*10.50000000,4.00000000e+00*4.00000000e+00,node
0,240,-6.00000000*12.00000000,4.00000000e+00*4.00000000e+00,node
0,241,-6.00000000*13.50000000,4.00000000e+00*4.00000000e+00,node
0,242,-6.00000000*15.00000000,2.00000000e+00*2.00000000e+00,node
0,243,-6.00000000*16.50000000,1.00000000e+00*1.00000000e+00,node
0,244,-6.00000000*18.00000000,2.00000000e+00*2.00000000e+00,node
0,245,-6.00000000*19.50000000,4.00000000e+00*4.00000000e+00,node
0,246,-6.00000000*21.00000000,2.00000000e+00*2.00000000e+00,node
0,247,-4.50000000*-24.00000000,2.00000000e+00*2.00000000e+00,node
0,248,-4.50000000*-22.50000000,4.00000000e+00*4.00000000e+00,node
0,249,-4.50000000*-21.00000000,4.00000000e+00*4.00000000e+00,node
0,250,-4.50000000*-19.50000000,4.00000000e+00*4.00000000e+00,node
0,251,-4.50000000*-18.00000000,4.00000000e+00*4.00000000e+00,node
0,252,-4.50000000*-16.50000000,4.00000000e+00*4.00000000e+00,node
0,253,-4.50000000*-15.00000000,4.00000000e+00*4.00000000e+00,node
0,254,-4.50000000*-13.50000000,2.00000000e+00*2.00000000e+00,node
0,255,-4.50000000*-12.00000000,2.00000000e+00*2.00000000e+00,node
0,256,-4.50000000*-10.50000000,8.00000000e+00*8.00000000e+00,node
0,257,-4.50000000*-9.00000000,8.00000000e+00*8.00000000e+00,node
0,258,-4.50000000*-7.50000000,8.00000000e+00*8.00000000e+00,node
0,259,-4.50000000*-6.00000000,4.00000000e+00*4.00000000e+00,node
0,260,-4.50000000*-4.50000000,4.00000000e+00*4.00000000e+00,node
0,261,-4.50000000*-3.00000000,4.00000000e+00*4.00000000e+00,node
0,262,-4.50000000*-1.50000000,8.00000000e+00*8.00000000e+00,node
0,263,-4.50000000*0.00000000,4.00000000e+00*4.00000000e+00,node
0,264,-4.50000000*1.50000000,8.00000000e+00*8.00000000e+00,node
