#unit_cell_volume,density,AV_A3,AV_volumefraction,AV_cm3g
62801.1,1.408,8431.67,0.13426,0.0953552
63001.1,1.40353,8584.52,0.13626,0.0970839
63201.1,1.39909,8736.92,0.13824,0.0988074
63401.1,1.39467,8877.42,0.14002,0.100396
63601.1,1.39029,9016.09,0.14176,0.101965
63801,1.38593,9155.45,0.1435,0.103541
64001.1,1.3816,9307.04,0.14542,0.105255
64201.1,1.37729,9469.66,0.1475,0.107094
64401,1.37302,9584.16,0.14882,0.108389
64601.1,1.36877,9690.16,0.15,0.109588
64801,1.36454,9826.43,0.15164,0.111129
65001,1.36034,9965.95,0.15332,0.112707
65201,1.35617,10117.9,0.15518,0.114425
65401,1.35202,10300.7,0.1575,0.116492
65601,1.3479,10425.3,0.15892,0.117902
65801,1.34381,10572.9,0.16068,0.119571
66001,1.33973,10681.6,0.16184,0.1208
66201.7,1.33567,10688.9,0.16146,0.120883
66401.1,1.33166,11004,0.16572,0.124446
66600.9,1.32767,11113,0.16686,0.125679
66814,1.32343,11184.7,0.1674,0.126489
67018.8,1.31939,11496.4,0.17154,0.130015
67201.4,1.3158,11250.9,0.16742,0.127238
67401.3,1.3119,11734.6,0.1741,0.132708
67601,1.30802,11885.6,0.17582,0.134416
67804.9,1.30409,12065.2,0.17794,0.136448
68003.7,1.30028,11921,0.1753,0.134817
68201.1,1.29651,12010.2,0.1761,0.135826
68401,1.29273,12323.1,0.18016,0.139364
68607.4,1.28884,12813.1,0.18676,0.144906
68803.3,1.28517,12862.1,0.18694,0.14546
69002.1,1.28146,13026.2,0.18878,0.147316
69201.2,1.27778,13116.4,0.18954,0.148336
69400.9,1.2741,13213.9,0.1904,0.149439
69600.7,1.27044,13317.4,0.19134,0.150609
69800.6,1.2668,13398.9,0.19196,0.151531
70000.6,1.26319,13494.7,0.19278,0.152614
70200.6,1.25959,13593.6,0.19364,0.153733
70400.6,1.25601,13690.1,0.19446,0.154824
70600.6,1.25245,13784.1,0.19524,0.155886
70800.6,1.24891,13858.5,0.19574,0.156728
71000.5,1.2454,13943.1,0.19638,0.157685
71200.6,1.2419,14035.1,0.19712,0.158725
71400.5,1.23842,14127.3,0.19786,0.159768
71600.6,1.23496,14249.9,0.19902,0.161155
71800.5,1.23152,14358.7,0.19998,0.162385
72000.5,1.2281,14457.7,0.2008,0.163505
72200.5,1.2247,14544.1,0.20144,0.164482
72400.6,1.22131,14664,0.20254,0.165838
72600.5,1.21795,14752.4,0.2032,0.166838
72800.5,1.2146,14839.7,0.20384,0.167824
73000.5,1.21128,14934.4,0.20458,0.168896
73200.5,1.20797,15044.2,0.20552,0.170137
73400.5,1.20468,15180.7,0.20682,0.171681
73600.5,1.2014,15282.4,0.20764,0.172831
73800.5,1.19815,15374.1,0.20832,0.173869
74000.5,1.19491,15476.5,0.20914,0.175026
74200.5,1.19169,15582.1,0.21,0.176221
74400.5,1.18848,15714.9,0.21122,0.177722
74600.5,1.1853,15800.4,0.2118,0.178689
74800.5,1.18213,15904.1,0.21262,0.179862
75000.5,1.17898,16012.6,0.2135,0.181089
75200.5,1.17584,16109.5,0.21422,0.182185
75400.5,1.17272,16226.2,0.2152,0.183505
75600.5,1.16962,16329.7,0.216,0.184676
75800.5,1.16653,16432,0.21678,0.185833
76000.5,1.16346,16551.4,0.21778,0.187183
76200.5,1.16041,16655.9,0.21858,0.188365
76400.5,1.15737,16740.9,0.21912,0.189326
76600.5,1.15435,16833.7,0.21976,0.190376
76800.5,1.15134,16948.3,0.22068,0.191672
77000.5,1.14835,17035.6,0.22124,0.192658
77200.5,1.14538,17172.5,0.22244,0.194206
77400.5,1.14242,17278.9,0.22324,0.19541
77600.5,1.13947,17402.7,0.22426,0.19681
77800.5,1.13655,17531.6,0.22534,0.198267
78400.5,1.12785,17858.1,0.22778,0.20196
