Langevin with tau_T = 100 fs and tau_P = 1000 fs

P_ext [Pa]	run_id	<T> [K]	sigma_T [K]	<P> [MPa]	sigma_P [MPa]
3e8	run46	299.914081516	19.9506060658	299.87866823	564.987376223
3e8	run47	300.201465877	19.7190742452	300.138489222	563.969071531
3e8	run48	299.877253129	19.9788340645	299.80916823	565.596236005
3e8	run49	299.591326578	19.73355624	299.965796603	566.849201813
3e8	run50	299.753070474	19.8651116599	299.858730382	559.691761056
3e8	run51	299.62000709	19.9505799891	299.754256284	567.284634383
3e8	run52	299.607398258	19.7821888264	299.780298713	564.154375926
3e8	run53	299.485608637	19.794347627	299.940654321	565.937935888
3e8	run54	300.064923555	19.901574492	299.911523777	563.719169524
3e8	run55	299.46962012	19.7992673425	299.880948016	566.139546824
3e8	run56	299.746104641	19.8149220473	299.816938064	559.995903091
3e8	run57	299.381496315	19.7669230622	299.947828396	566.947515787
3e8	run58	299.876014455	19.8719188041	299.887172018	562.56348888
3e8	run59	299.724854209	19.8353452345	299.910231802	560.654610486
3e8	run60	299.717870339	19.9225170755	299.837581607	569.472118336
3e8	run61	299.631459606	19.912908403	299.994580669	565.055969843
3e8	run62	299.670624343	19.8759867955	299.865151229	561.666764816
3e8	run63	299.731083158	20.030584362	299.858899615	562.580311642
3e8	run64	299.663715921	19.8441283425	299.887179247	563.008946611
3e8	run65	299.69704197	19.7688136403	299.887871239	562.036520942
3e8	run66	299.453510766	19.7811265001	299.999756405	562.55648128
3e8	run67	299.92678067	19.9305773362	299.817135864	562.687874301
3e8	run68	299.95241131	19.8761198516	299.851520958	564.95446951
3e8	run69	299.797015253	19.9492498377	299.795406004	560.715848845
3e8	run70	299.337182267	19.8781741492	299.966779633	561.247838611
3e8	run71	299.411789482	19.9155959171	299.766424587	565.345495033
3e8	run72	299.917808626	19.8756400888	300.014892597	564.519733977
3e8	run73	299.838632772	19.9333429634	299.891119149	562.529916846
3e8	run74	299.904311546	19.8838764371	299.968090525	563.616274625
3e8	run75	300.007162673	20.0257897642	299.79114899	562.822256036
3e8	run76	299.45897195	19.9338780042	299.898970844	565.153755068
3e8	run77	299.703174759	19.7557919969	299.879142746	563.321979958
3e8	run78	300.020571808	19.9809481916	299.836291983	564.056564358
3e8	run79	299.616871917	19.7435608116	299.868524006	562.032787628
3e8	run80	299.849674369	19.7984465781	299.935479544	566.144491607
3e8	run81	299.65103735	19.9052004982	299.927424375	568.361463819
3e8	run82	299.528010914	19.8581362854	299.803429247	561.189081399
3e8	run83	300.153524421	19.7750180335	299.918453487	561.454368571
3e8	run84	299.788639778	19.9187964283	299.896558669	566.8332932
3e8	run85	299.053182214	19.8908945082	299.965291661	559.18341216
3e8	run86	300.247367547	19.9046755735	299.918037753	564.848178029
3e8	run87	299.8370586	19.9004411343	299.901452969	562.062115779
3e8	run88	300.120148591	19.8846097944	299.743406548	565.216363697
3e8	run89	299.760379241	19.93712207	299.895013138	568.189357475
3e8	run91	299.944838292	19.8809886493	299.880466168	561.929650572
3e8	run92	300.0297488	19.7131575721	300.068397228	562.264742823
3e8	run93	299.669714681	20.0282818884	299.779620511	563.234531865
3e8	run94	299.645865043	19.7230497832	299.946174098	560.394739307
3e8	run95	300.046869674	19.756591542	299.745280181	561.34675961
3e8	run96	299.788624329	20.0068312499	299.952949543	565.506313153
3e8	run97	299.458015665	19.9022603015	299.944551999	564.970606163
3e8	run98	299.469512869	19.9203079541	299.947617728	563.638571836
3e8	run99	299.648393259	19.8566470073	299.777680041	561.966758753
3e8	run100	299.814117877	19.8604518234	300.031636219	563.764576801
1e9	run1	299.762083138	19.7561482197	999.791086041	604.532221151
1e9	run2	299.771043145	19.8408729351	999.769000316	601.294742857
1e9	run3	300.124513193	19.8205508843	999.768129936	606.717294369
1e9	run1	299.762083138	19.7561482197	999.791086041	604.532221151
1e9	run2	299.771043145	19.8408729351	999.769000316	601.294742857
1e9	run3	300.124513193	19.8205508843	999.768129936	606.717294369
1e9	run4	299.669993096	19.7804128432	999.732571644	601.329390357
1e9	run5	300.005073362	19.8533198792	999.768594697	602.011467219
1e9	run6	299.637159671	19.7483096369	999.89844057	607.182218586
1e9	run7	299.997887303	19.8115231639	999.944303904	603.598910757
1e9	run8	299.60820709	19.7102901042	999.906362387	596.815694081
1e9	run9	300.084557248	19.6832934511	999.939423288	607.248313749
1e9	run10	300.125931706	19.7450516199	999.81699697	604.782346245
1e9	run11	299.696731169	19.9376471841	999.855602871	606.064603549
1e9	run12	299.950301874	19.7834580103	1000.07481379	607.135036454
1e9	run13	299.984219212	19.945976673	999.790644965	601.403063262
1e9	run14	299.401567479	19.8943947072	999.892448643	602.879662538
1e9	run16	299.815146134	19.7378416593	999.85120077	601.063515801
1e9	run17	299.908620314	19.8156146725	999.944256086	603.051244792
1e9	run18	299.536083402	19.813589582	999.966219706	605.310850632
1e9	run20	299.591953849	19.9288619437	1000.01365103	605.802862753
1e9	run21	299.672062483	19.8592099684	999.929088216	604.345931756
1e9	run22	299.899958939	19.863154325	999.807688665	600.131839331
1e9	run23	299.550932084	19.8485730374	999.962353769	609.693300009
1e9	run24	299.675180058	19.8285812117	999.865854898	607.807399375
1e9	run25	299.8485177	19.8992050418	999.96058553	606.146373685
1e9	run26	299.706891636	19.7442781618	999.825251978	602.539092317
1e9	run27	299.647103343	19.8956007178	999.929172848	607.636596893
1e9	run28	299.405592951	19.7856501192	999.848000588	604.135178499
1e9	run29	299.817998895	19.9598598078	999.981815198	610.564077838
1e9	run30	299.181658629	19.8313967679	999.87419263	601.360433671
1e9	run31	299.99636707	19.878481147	999.818537078	603.21327621
1e9	run32	299.870913627	19.8073878361	1000.01125906	606.296691361
1e9	run33	299.845928963	19.8550146785	1000.02063904	606.393020717
1e9	run34	299.610567828	19.8480760272	999.819739483	603.81669058
1e9	run35	299.885325076	19.9114247868	999.882468825	600.117350905
1e9	run36	299.634833623	19.8258660093	999.909228489	601.64979676
1e9	run37	299.690741688	19.6823207153	999.857921495	600.016528867
1e9	run38	299.176732511	19.86020823	999.885874114	600.93892318
1e9	run39	299.737717011	19.9569305359	1000.02589024	607.727967071
1e9	run40	299.74067917	19.7080905773	999.74667029	600.357221374
1e9	run41	299.449157579	19.8175419106	999.884657833	603.566334682
1e9	run42	299.982786919	19.9856520163	999.873568202	605.927620487
1e9	run43	299.408038416	19.8746759623	999.844134024	600.073759577
1e9	run44	300.176966355	19.9235915643	999.930125988	605.452934557
1e9	run45	299.729218024	19.8766766806	999.94124387	606.893361784
1e9	run46	299.763114709	19.8465140323	999.989461851	600.793241626
1e9	run47	299.831951117	19.8172216339	999.970208659	606.795392908
1e9	run48	299.82383028	20.0146290968	1000.00536256	599.630527678
1e9	run49	300.026620974	19.9875860466	999.957647564	606.045539064
1e9	run50	299.708383456	19.8567195438	999.84632198	607.15601221
1e9	run51	299.673678737	19.8884934175	999.776001944	606.261665717
1e9	run52	299.855088044	19.8644448457	999.953814515	604.610943034
1e9	run53	300.195381308	19.9330770603	999.807978821	603.97865696
1e9	run54	300.128817095	19.7902319528	999.956973839	609.228485662
1e9	run55	299.632391481	19.8965253948	999.775784738	600.573968277
1e9	run56	299.490991001	19.8325792234	999.995238132	605.028273379
1e9	run57	299.677383571	19.7714818957	999.908299505	600.488802142
1e9	run58	299.817028647	19.9592602483	999.747314157	606.087663749
1e9	run59	299.853419457	19.9217298422	999.808544191	603.210030969
1e9	run60	299.639272212	19.7172909802	1000.04991591	607.287281468
1e9	run61	299.591838187	19.8581068878	999.897441327	604.293421148
1e9	run62	300.019247965	19.9315386423	999.900277123	604.801178446
1e9	run63	299.476311733	19.8528918946	999.891842799	608.801287336
1e9	run64	299.95851834	19.8020731656	999.999676866	601.715571077
1e9	run65	299.957978496	19.8319526936	999.881560329	605.978542783
1e9	run66	299.832565098	19.8603179422	999.860049337	604.371691301
1e9	run67	299.954624557	20.0083399898	999.946734298	604.747436703
1e9	run68	299.942035901	19.998905347	999.878541226	599.79088355
1e9	run69	299.193338585	19.8590590811	999.953550759	603.11464786
1e9	run70	299.842291711	19.9542161976	999.860463215	602.737727685
1e9	run71	299.665730173	19.9409966345	999.925667038	606.278049414
1e9	run72	299.518934686	19.848124862	999.95461168	605.242047457
1e9	run73	299.842835865	19.8724712665	999.871144938	602.379280035
1e9	run74	299.651038861	19.9712680569	999.866155865	605.082178777
1e9	run75	298.926801254	19.8547496537	999.742157336	608.170628391
1e9	run76	299.775360968	19.8482029339	999.964400706	603.537424524
1e9	run77	299.61650814	19.9007741077	999.964787476	602.9170551
1e9	run78	299.67805577	19.9033074773	999.859729791	608.112809162
1e9	run79	299.504295383	19.8249812498	999.872147154	605.031381528
1e9	run80	300.104744202	19.7878580985	999.83857506	599.311429468
1e9	run81	299.88428407	19.9616122916	1000.07396463	609.544731642
1e9	run82	299.636151979	19.8538013214	999.843012529	605.853744968
1e9	run83	299.592787151	19.8494515794	999.849633783	604.760587936
1e9	run84	299.990199851	19.9111032055	1000.03103911	607.59587412
1e9	run85	299.874281183	19.7355462271	999.916561858	597.78197289
1e9	run86	299.633096419	19.7116966513	999.880406926	603.064200791
1e9	run87	299.83353122	19.7947066057	999.928589833	604.65153149
1e9	run88	299.662300389	19.8812639297	999.870503858	604.357382551
1e9	run89	299.791572149	19.871501535	999.777571424	603.776260399
1e9	run90	299.833483343	19.7259706359	999.94731796	602.427184433
1e9	run91	299.696817815	19.9336308282	999.937476517	603.701357271
1e9	run92	299.886733962	19.7229367422	999.944668687	605.575969285
1e9	run93	299.730623488	20.0287628569	999.979765768	604.666233376
1e9	run94	299.854373013	19.8911674932	999.81014815	598.626743381
1e9	run95	299.521886835	19.8121596607	999.990685054	608.062247991
1e9	run96	299.793433134	19.8206294804	999.87732752	603.02471885
1e9	run97	299.805630318	19.8914694405	999.963511364	606.424337841
1e9	run98	299.675975297	19.7750195312	999.850128307	601.433826408
1e9	run99	299.777919385	19.9060031552	999.826052931	606.533499434
1e9	run100	299.992815403	19.7285316102	999.866213253	608.414224571
